"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-043-05","Teacher","Chấm bài","/homework/{id}/grade","043","Nhập điểm tổng lớn hơn 10","UI-Validation","High","GradingForm đang mở","1. Nhập score=12 | 2. Click ""Lưu điểm""","score=12","Hiển thị lỗi ""Điểm phải từ 0 đến 10"", không gọi API"
"TC-043-06","Teacher","Chấm bài","/homework/{id}/grade","043","Nhập điểm tổng nhỏ hơn 0","UI-Validation","High","GradingForm đang mở","1. Nhập score=-1 | 2. Click ""Lưu điểm""","score=-1","Hiển thị lỗi ""Điểm phải từ 0 đến 10"", không gọi API"
"TC-043-07","Teacher","Chấm bài","/homework/{id}/grade","043","Nhập điểm tiêu chí ngoài khoảng 0-10","UI-Validation","High","GradingForm đang mở","1. Nhập coherence=15 | 2. Điền các field khác hợp lệ | 3. Click ""Lưu điểm""","coherence=15","Hiển thị lỗi ""Điểm tiêu chí không hợp lệ"" cho tiêu chí Coherence, không gọi API"
"TC-043-08","Teacher","Chấm bài","/homework/{id}/grade","043","Click ""AI tóm tắt"" hiển thị phân tích","Functional","Medium","Đã chọn HV có bài nộp","1. Click nút ""AI tóm tắt"" tại SubmissionViewer","student_id=1","Gọi `POST /api/teacher/homeworks/1/submissions/1/ai-summary`; AISummaryPanel hiển thị strengths, weaknesses và suggested_score=8.5"
"TC-043-09","Teacher","Chấm bài","/homework/{id}/grade","043","Phân bố điểm chart hiển thị đúng","UI-Validation","Medium","Đã có 10 HV được chấm với các điểm khác nhau","1. Quan sát bar chart ""Phân bố điểm"" ở panel phải","—","Bar chart render đúng số lượng HV theo từng khoảng điểm đã chấm"
"TC-043-10","Teacher","Chấm bài","/homework/{id}/grade","043","Bài nộp có hình ảnh đính kèm","Functional","Medium","Submission của HV có attachments type=""image""","1. Chọn HV có bài nộp kèm hình ảnh","student_id=1","Panel trái hiển thị đúng hình ảnh đính kèm cùng nội dung bài viết"
"TC-043-11","Teacher","Chấm bài","/homework/{id}/grade","043","Bài nộp có file đính kèm không phải hình ảnh","Functional","Low","Submission có attachment type khác ""image"" (ví dụ file audio/document)","1. Chọn HV có bài nộp kèm file không phải ảnh","—","Panel trái hiển thị link/icon file đính kèm tương ứng, không cố hiển thị như ảnh"
"TC-043-12","Teacher","Chấm bài","/homework/{id}/grade","043","Thống kê lớp Đã chấm/Chưa chấm hiển thị đúng","UI-Validation","Medium","stats: total=24, submitted=18, graded=10","1. Load trang, quan sát khu vực ""Thống kê lớp""","—","Hiển thị đúng Đã chấm=10, Chưa chấm=8 (submitted - graded), phù hợp dữ liệu API"
"TC-043-13","Teacher","Chấm bài","/homework/{id}/grade","043","Sửa lại điểm đã chấm trước đó","Functional","Medium","HV đã có điểm cũ score=8.5","1. Chọn HV đã chấm | 2. Sửa score thành 9.0 | 3. Click ""Lưu điểm""","score=9.0","Gọi lại API grade với score mới, điểm cập nhật thành 9.0 trong danh sách và panel"
"TC-043-14","Teacher","Chấm bài","/homework/{id}/grade","043","Lưu điểm thất bại","Error-Handling","High","API `POST .../grade` trả lỗi 500","1. Nhập điểm hợp lệ | 2. Click ""Lưu điểm"" khi server lỗi","—","Hiển thị Toast error, trạng thái HV trong danh sách KHÔNG chuyển thành Đã chấm, dữ liệu form giữ nguyên"
"TC-043-15","Teacher","Chấm bài","/homework/{id}/grade","043","Danh sách học viên hiển thị đúng trạng thái","UI-Validation","Medium","students có submitted/graded khác nhau","1. Load trang, quan sát icon trạng thái từng HV","—","HV chưa nộp hiển thị ○, đã nộp chưa chấm hiển thị ✓, đã chấm hiển thị ★ đúng theo dữ liệu API"
"TC-043-16","Teacher","Chấm bài","/homework/{id}/grade","043","Chuyển đổi giữa các học viên trong danh sách","Functional","Medium","Danh sách có nhiều HV","1. Click HV A, quan sát panel trái/giữa | 2. Click HV B, quan sát lại panel trái/giữa","student_id=1, student_id=2","Mỗi lần click, panel trái và giữa load đúng dữ liệu (bài nộp, điểm) tương ứng của HV vừa chọn, không giữ lại dữ liệu HV trước"
"TC-043-17","Teacher","Chấm bài","/homework/{id}/grade","043","Nhận xét (comment) được lưu cùng điểm","Functional","Medium","GradingForm đang mở","1. Nhập nhận xét vào textarea | 2. Nhập điểm hợp lệ | 3. Click ""Lưu điểm""","comment=""Bài viết tốt...""","Request POST grade chứa đúng field `comment`; khi xem lại submission, nhận xét hiển thị đúng nội dung đã lưu"
"TC-043-18","Teacher","Chấm bài","/homework/{id}/grade","043","Truy cập chấm bài tập không sở hữu","Permission","High","Bài tập id=99 thuộc GV khác","1. Truy cập `/homework/99/grade`","homework_id=99","Hệ thống chặn truy cập (403/redirect), không hiển thị dữ liệu bài nộp của HV"
"TC-043-19","Teacher","Chấm bài","/homework/{id}/grade","043","Lỗi khi gọi AI tóm tắt","Error-Handling","Low","API `POST .../ai-summary` trả lỗi 500","1. Click ""AI tóm tắt"" khi server lỗi","—","Hiển thị Toast báo lỗi, AISummaryPanel không hiển thị dữ liệu sai lệch"
"TC-043-20","Teacher","Chấm bài","/homework/{id}/grade","043","Bài tập chưa có học viên nào nộp bài","Edge-Case","Low","stats: submitted=0","1. Truy cập màn hình chấm bài của bài tập chưa ai nộp","—","StudentSubmissionList hiển thị toàn bộ HV ở trạng thái ○ Chưa nộp, panel trái/giữa hiển thị EmptyState khi chưa chọn HV nào có bài"
"TC-044-01","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Load trang chi tiết bài kiểm tra thành công","Functional","High","Đã đăng nhập, có quyền xem bài KT id=1","1. Truy cập route `/exam` (hoặc `/classroom/{id}/exam`) | 2. Chờ trang tải xong","GET `/api/teacher/exams/1` trả 200","Hiển thị đủ 5 ExamStatRow (ĐTB 9.8, Xếp loại 4.2★, Tỷ lệ đạt 80%, Tỷ lệ 83.3%, Tổng HV 18) và bảng điểm học viên"
"TC-044-02","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Badge ""chưa nhập điểm"" hiển thị đúng số lượng","Functional","Medium","Exam có `pending_grade` = 2","1. Load trang chi tiết bài KT","stats.pending_grade = 2","Hiển thị badge ""2 chưa nhập điểm"" cạnh nhóm ExamStatRow"
"TC-044-03","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Badge ""chưa nhập điểm"" ẩn khi tất cả HV đã có điểm","Edge-Case","Medium","Exam có `pending_grade` = 0","1. Load trang chi tiết bài KT","stats.pending_grade = 0","Không hiển thị badge ""chưa nhập điểm"""
"TC-044-04","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Chuyển tab ""Đếm theo HV"" hiển thị bảng điểm","Functional","High","Đã load trang","1. Click tab ""Đếm theo HV""","GET `/api/teacher/exams/1/scores` trả 200","Hiển thị bảng với cột Tên, T1, T2, T3, T4, Điểm TB, Kết quả (Đạt/Không đạt)"
"TC-044-05","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Chuyển tab ""Thống kê chi tiết""","Functional","Medium","Đã load trang","1. Click tab ""Thống kê chi tiết""","—","Hiển thị phân tích Min, Max, TB, Median và tỷ lệ đạt cho từng phần T1–T4"
"TC-044-06","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Chuyển tab ""Biểu đồ"" render histogram","Functional","Medium","Đã load trang","1. Click tab ""Biểu đồ""","—","Render histogram phân bố điểm, pie chart tỷ lệ đạt/không đạt và line chart tiến trình"
"TC-044-07","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Chuyển tab ""Chi tiết HV""","Functional","Medium","Đã load trang","1. Click tab ""Chi tiết HV""","—","Hiển thị bảng chi tiết điểm từng câu hỏi của từng học viên"
"TC-044-08","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Click học viên trong tab ""Chi tiết HV"" xem bài làm","Functional","Medium","Đang ở tab ""Chi tiết HV""","1. Click vào 1 học viên trong bảng","student_id = 1","Mở/điều hướng đến chi tiết bài làm của học viên đó"
"TC-044-09","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Nhập điểm cho học viên thành công","Functional","High","Đang ở tab ""Đếm theo HV""","1. Click ô điểm của học viên ""Nguyễn Minh An"" | 2. Nhập t1=8, t2=9, t3=7, t4=10 | 3. Lưu","POST `/api/teacher/exams/1/scores` body `{student_id:1, scores:{t1:8,t2:9,t3:7,t4:10}}` trả 200 `{success:true, avg:8.5}`","Lưu thành công, cập nhật điểm TB = 8.5 trên bảng và badge ""chưa nhập điểm"" giảm 1"
"TC-044-10","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Nhập điểm thất bại do lỗi server","Error-Handling","High","Đang sửa điểm học viên","1. Nhập điểm và lưu trong lúc API `/scores` trả lỗi 500","POST trả 500","Hiển thị thông báo lỗi, điểm không được cập nhật trên bảng, examStore.setSubmitting(false)"
"TC-044-11","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Export Excel bảng điểm","Functional","Medium","Đang ở tab ""Đếm theo HV"", có dữ liệu điểm","1. Click nút ""Export Excel""","—","Hệ thống tải xuống (download) file Excel chứa bảng điểm học viên"
"TC-044-12","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Tìm kiếm học viên theo tên","Functional","Medium","Bảng điểm có nhiều học viên","1. Nhập từ khóa vào ô tìm kiếm, ví dụ ""Lan""","search = ""Lan""","Bảng lọc realtime chỉ hiển thị học viên có tên khớp từ khóa"
"TC-044-13","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Tìm kiếm không có kết quả","Edge-Case","Medium","Bảng điểm có nhiều học viên","1. Nhập từ khóa không tồn tại, ví dụ ""zzz123""","search = ""zzz123""","Hiển thị empty state ""Không tìm thấy học viên phù hợp"""
"TC-044-14","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Sắp xếp bảng điểm theo Điểm TB tăng/giảm dần","Functional","Medium","Bảng điểm có nhiều học viên","1. Click header cột ""Điểm TB"" để sort tăng dần | 2. Click lại để sort giảm dần","—","Danh sách học viên được sắp xếp đúng theo điểm tăng dần rồi giảm dần"
"TC-044-15","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Giáo viên không được phân công lớp truy cập bài KT","Permission","High","Tài khoản GV khác không thuộc lớp chứa bài KT id=1","1. Đăng nhập với GV không có quyền | 2. Truy cập `/exam` hoặc `/classroom/{id}/exam` với id=1","GET `/api/teacher/exams/1` trả 403","Không hiển thị dữ liệu bài KT, hiển thị thông báo không có quyền truy cập"
"TC-044-16","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Lỗi tải dữ liệu bài kiểm tra (server lỗi)","Error-Handling","High","Đã đăng nhập hợp lệ","1. Truy cập trang chi tiết bài KT trong lúc API `/api/teacher/exams/{id}` trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi tải dữ liệu, không crash trang, có thể thao tác tải lại"
"TC-044-17","Teacher","Bài kiểm tra","/exam` hoặc `/classroom/{id}/exam","044","Bảng điểm rỗng khi lớp chưa có học viên nào có điểm","Edge-Case","Medium","Exam vừa tạo, chưa nhập điểm HV nào","1. Load tab ""Đếm theo HV""","GET `/scores` trả `{data: []}`","Hiển thị empty state phù hợp cho bảng điểm, các ExamStatRow hiển thị giá trị 0/rỗng hợp lý"
"TC-045-01","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Load trang chi tiết bài kiểm tra thành công","Functional","High","Bài KT id=1 tồn tại","1. Truy cập `/exam/1` | 2. Chờ trang tải xong","GET `/api/teacher/exams/1` trả 200","Hiển thị ExamCoverCard (mã AT-A2-0000, tên khóa, lớp, GV), 6 ExamStatGrid (18 HV, 16 ngày, ĐTB 7.63, cao nhất 9.8, đạt 83.3%, rớt 3.2%)"
"TC-045-02","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Donut chart phân bố điểm render đúng dữ liệu","Functional","High","Đã load trang","1. Quan sát khu vực ""Phân bố điểm""","score_distribution: {0_4:1, 5_6:2, 7_8:8, 9_10:7}","Donut chart hiển thị đúng 4 dải điểm với chú thích màu tương ứng, tổng = 18"
"TC-045-03","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Click loại bài kiểm tra khác trong ExamTypeSidebar","Functional","High","Sidebar có 3 loại: đầu vào, giữa kỳ (active), cuối kỳ","1. Click ""Kiểm tra đầu vào"" trong ExamTypeSidebar","GET `/api/teacher/exams/{id}/related-types` id mới","Điều hướng (navigate) sang trang chi tiết bài KT ""Kiểm tra đầu vào"" tương ứng, cập nhật trạng thái active"
"TC-045-04","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Lọc kết quả ""Không đạt"" trong StudentResultTable","Functional","High","Bảng có cả HV đạt/không đạt","1. Chọn filter ""Không đạt"" (result=fail)","GET `/results?result=fail`","Chỉ hiển thị các học viên có result = fail"
"TC-045-05","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Lọc kết quả ""Đạt""","Functional","Medium","Bảng có cả HV đạt/không đạt","1. Chọn filter ""Đạt"" (result=pass)","GET `/results?result=pass`","Chỉ hiển thị các học viên có result = pass"
"TC-045-06","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Sắp xếp bảng kết quả theo điểm","Functional","Medium","Bảng có nhiều học viên","1. Chọn sort=score, order=desc | 2. Đổi order=asc","GET `/results?sort=score&order=desc`","Danh sách sắp xếp đúng theo điểm giảm dần rồi tăng dần"
"TC-045-07","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Sắp xếp bảng kết quả theo tên","Functional","Medium","Bảng có nhiều học viên","1. Chọn sort=name","GET `/results?sort=name`","Danh sách sắp xếp theo tên học viên (A-Z)"
"TC-045-08","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Tìm kiếm học viên trong StudentResultTable","Functional","Medium","Bảng có nhiều học viên","1. Nhập từ khóa tên vào ô tìm kiếm","GET `/results?search=An`","Chỉ hiển thị học viên có tên khớp từ khóa ""An"""
"TC-045-09","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Tìm kiếm không có kết quả","Edge-Case","Medium","Bảng có nhiều học viên","1. Nhập từ khóa không tồn tại","GET `/results?search=zzz`","Hiển thị empty state ""Không tìm thấy học viên"""
"TC-045-10","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Click ""Xem chi tiết"" của một học viên","Functional","High","Bảng có ít nhất 1 học viên","1. Click icon/hành động ""Xem chi tiết"" ở dòng học viên","student_id=1","Điều hướng sang trang chi tiết bài làm của học viên đó"
"TC-045-11","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Phân trang danh sách kết quả học viên","Functional","Medium","Số học viên > limit (20)","1. Chuyển sang trang 2 của bảng kết quả","GET `/results?page=2&limit=20`","Hiển thị đúng nhóm học viên trang 2, meta.total không đổi"
"TC-045-12","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Timeline hoạt động gần đây hiển thị đúng thứ tự","Functional","Medium","Có nhiều activity log","1. Quan sát ActivityTimeline ở panel phải","GET `/api/teacher/exams/1/activities`","Danh sách activity hiển thị icon + mô tả + thời gian, sắp xếp theo thời gian gần nhất trước"
"TC-045-13","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Timeline rỗng khi chưa có hoạt động","Edge-Case","Low","Bài KT vừa tạo","1. Load ActivityTimeline","GET `/activities` trả `{activities: []}`","Hiển thị empty state phù hợp cho khu vực hoạt động gần đây"
"TC-045-14","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Giáo viên không có quyền xem bài kiểm tra","Permission","High","Tài khoản GV khác không có quyền với bài KT id=1","1. Đăng nhập GV không có quyền | 2. Truy cập `/exam/1`","GET `/api/teacher/exams/1` trả 403","Không hiển thị dữ liệu bài KT, hiển thị thông báo không có quyền truy cập"
"TC-045-15","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Truy cập bài kiểm tra không tồn tại","Error-Handling","High","id không tồn tại trong hệ thống","1. Truy cập `/exam/99999`","GET `/api/teacher/exams/99999` trả 404","Hiển thị trang/thông báo lỗi ""không tìm thấy bài kiểm tra"""
"TC-045-16","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Lỗi tải dữ liệu chi tiết bài kiểm tra (server lỗi)","Error-Handling","High","Bài KT id=1 tồn tại","1. Truy cập `/exam/1` trong lúc API trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi, không crash trang"
"TC-045-17","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Lỗi tải danh sách kết quả học viên","Error-Handling","Medium","Bài KT id=1 tồn tại","1. Load trang, API `/results` trả lỗi 500","GET `/results` trả 500","StudentResultTable hiển thị thông báo lỗi thay vì bảng rỗng vô nghĩa"
"TC-045-18","Teacher","Chi tiết bài kiểm tra","/exam/{id}","045","Kết hợp đồng thời tìm kiếm, lọc kết quả và sắp xếp","Functional","Medium","Bảng có nhiều học viên đa dạng","1. Nhập search ""Lan"" | 2. Chọn result=pass | 3. Chọn sort=score order=desc","GET `/results?search=Lan&result=pass&sort=score&order=desc`","Kết quả trả về thỏa đồng thời cả 3 điều kiện lọc/sắp xếp"
"TC-046-01","Teacher","Thành tích","/achievement","046","Load trang Thành tích thành công","Functional","High","Đã đăng nhập","1. Truy cập `/achievement` | 2. Chờ trang tải xong","GET `/api/teacher/achievements` trả 200","Hiển thị TeacherProfileCard (avatar, tên ""Cô Ngọc"", vai trò, ngày tham gia), CareerStatRow (100 lớp, 250 giờ, 50 HV, 90% rating), OverviewStatRow (4.8★, 96.5%, 28 buổi, 12 lớp)"
"TC-046-02","Teacher","Thành tích","/achievement","046","Line chart tiến trình render đúng dữ liệu","Functional","High","Đã load trang","1. Quan sát khu vực ""Tiến trình""","GET `/api/teacher/achievements/progress?period=month` trả chart_data gồm các điểm theo tháng","Line chart hiển thị đúng các điểm dữ liệu (rating, students, sessions) theo trục X là tháng"
"TC-046-03","Teacher","Thành tích","/achievement","046","Chuyển period biểu đồ sang ""Tuần""","Functional","Medium","Đã load trang","1. Chọn bộ lọc period = week","GET `/progress?period=week`","Chart cập nhật lại dữ liệu theo tuần, achievementStore.setChartPeriod('week')"
"TC-046-04","Teacher","Thành tích","/achievement","046","Chuyển period biểu đồ sang ""Năm""","Functional","Medium","Đã load trang","1. Chọn bộ lọc period = year","GET `/progress?period=year`","Chart cập nhật lại dữ liệu theo năm"
"TC-046-05","Teacher","Thành tích","/achievement","046","Danh sách đánh giá học viên hiển thị đúng","Functional","High","Có dữ liệu review","1. Quan sát khu vực ""Đánh giá học viên""","GET `/api/teacher/achievements/reviews` trả danh sách review","Hiển thị avatar, tên HV, nội dung đánh giá, số sao, ngày đánh giá cho từng review"
"TC-046-06","Teacher","Thành tích","/achievement","046","Achievement cards hiển thị top tháng/tuần","Functional","Medium","Có dữ liệu thành tích nổi bật","1. Quan sát khu vực ""Top tháng / Top tuần""","—","Hiển thị card với icon, tiêu đề, mô tả ngắn cho thành tích nổi bật trong tháng và tuần"
"TC-046-07","Teacher","Thành tích","/achievement","046","Bảng thống kê lớp học hiển thị đúng số liệu","Functional","Medium","GV đang dạy nhiều lớp","1. Quan sát khu vực ""Thống kê lớp học""","—","Bảng hiển thị đúng tên lớp, số HV, rating lớp, trạng thái cho từng lớp"
"TC-046-08","Teacher","Thành tích","/achievement","046","Giáo viên mới chưa có dữ liệu (empty state)","Edge-Case","Medium","Tài khoản GV mới tạo, chưa có lớp/giờ dạy","1. Truy cập `/achievement`","API trả các số liệu = 0 hoặc rỗng","Hiển thị empty state phù hợp thay vì lỗi hoặc số liệu NaN/undefined"
"TC-046-09","Teacher","Thành tích","/achievement","046","Lỗi tải dữ liệu thành tích (server lỗi)","Error-Handling","High","Đã đăng nhập","1. Truy cập `/achievement` trong lúc API `/achievements` trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi tải dữ liệu, không crash trang"
"TC-046-10","Teacher","Thành tích","/achievement","046","Lỗi tải dữ liệu biểu đồ tiến trình","Error-Handling","Medium","Đã load trang","1. API `/achievements/progress` trả lỗi 500 khi đổi period","GET trả 500","ProgressChart hiển thị trạng thái lỗi/không có dữ liệu thay vì crash"
"TC-046-11","Teacher","Thành tích","/achievement","046","Lỗi tải danh sách đánh giá học viên","Error-Handling","Medium","Đã load trang","1. API `/achievements/reviews` trả lỗi 500","GET trả 500","StudentReviewList hiển thị thông báo lỗi thay vì danh sách trống không rõ nguyên nhân"
"TC-046-12","Teacher","Thành tích","/achievement","046","Chưa đăng nhập truy cập trang Thành tích","Permission","High","Chưa đăng nhập / token hết hạn","1. Truy cập `/achievement` khi chưa đăng nhập","—","Hệ thống điều hướng (redirect) về trang đăng nhập"
"TC-046-13","Teacher","Thành tích","/achievement","046","Danh sách đánh giá rỗng","Edge-Case","Low","GV chưa có đánh giá nào từ học viên","1. Quan sát khu vực ""Đánh giá học viên""","GET `/reviews` trả `{data: []}`","Hiển thị empty state ""Chưa có đánh giá"""
"TC-046-14","Teacher","Thành tích","/achievement","046","Rating trung bình hiển thị đúng định dạng","UI-Validation","Low","Đã load trang","1. Quan sát OverviewStatRow card ""Đánh giá sao""","avg_rating = 4.8","Hiển thị đúng ""4.8★"""
"TC-047-01","Teacher","Bảng xếp hạng học tập","/ranking","047","Load trang Bảng xếp hạng thành công","Functional","High","Đã đăng nhập","1. Truy cập `/ranking` | 2. Chờ trang tải xong","GET `/api/teacher/ranking?month=2025-05&tab=overall` trả 200","Hiển thị RankingStatRow (44 HV, ĐTB 8.25, 26 lớp, điểm danh TB 0.75) và RankingTable với danh sách xếp hạng"
"TC-047-02","Teacher","Bảng xếp hạng học tập","/ranking","047","Top3Cards hiển thị đúng 3 card nổi bật","Functional","High","Đã load trang","1. Quan sát panel phải ""Top 3""","top3: rank 1 Nguyễn Minh An 9.8, rank 2 Lan Anh 9.5, rank 3 Tuấn 9.2","Hiển thị 3 card với avatar lớn, tên, điểm số, huy hiệu vị trí đúng thứ hạng"
"TC-047-03","Teacher","Bảng xếp hạng học tập","/ranking","047","Badge xếp loại hiển thị đúng màu theo rank_label","UI-Validation","Medium","Dữ liệu HV có rank_label khác nhau (Xuất sắc/Giỏi/Khá/TB)","1. Quan sát cột ""Xếp loại"" trong RankingTable","rank_label = ""Xuất sắc""","Badge hiển thị đúng nhãn và màu tương ứng với từng loại xếp hạng"
"TC-047-04","Teacher","Bảng xếp hạng học tập","/ranking","047","Top 3 trong RankingTable được highlight đặc biệt","UI-Validation","Medium","Bảng có ít nhất 3 học viên","1. Quan sát 3 dòng đầu bảng xếp hạng","rank 1,2,3","3 dòng đầu được highlight màu vàng/bạc/đồng tương ứng thứ hạng"
"TC-047-05","Teacher","Bảng xếp hạng học tập","/ranking","047","Sparkline tiến bộ hiển thị đúng dữ liệu từng học viên","Functional","Medium","Học viên có mảng progress","1. Quan sát cột ""Tiến bộ"" của một học viên","progress: [8.5, 9.0, 9.5, 9.8]","Mini sparkline chart vẽ đúng xu hướng tăng/giảm theo mảng progress"
"TC-047-06","Teacher","Bảng xếp hạng học tập","/ranking","047","Đổi bộ lọc tháng cập nhật toàn bộ bảng","Functional","High","Đã load trang với month=2025-05","1. Chọn tháng khác trong MonthFilter, ví dụ 2025-04","GET `/ranking?month=2025-04`","Toàn bộ RankingStatRow, Top3Cards, RankingTable, ScoreHistogram cập nhật theo dữ liệu tháng mới"
"TC-047-07","Teacher","Bảng xếp hạng học tập","/ranking","047","Click tab ""Tiến lớp"" hiển thị học viên tiến bộ nhiều nhất","Functional","High","Đã load trang","1. Click tab ""Tiến lớp""","GET `/ranking?tab=progress`","Hiển thị bảng với cột Tên, Điểm kỳ trước, Điểm kỳ này, % tăng, sắp xếp theo % tăng giảm dần"
"TC-047-08","Teacher","Bảng xếp hạng học tập","/ranking","047","Click tab ""Chọn nhóm"" tạo nhóm so sánh tùy chỉnh","Functional","Medium","Đã load trang","1. Click tab ""Chọn nhóm"" | 2. Chọn một số học viên vào nhóm | 3. Xác nhận tạo nhóm","GET `/ranking?tab=group`","Hiển thị bảng xếp hạng chỉ giới hạn trong nhóm học viên đã chọn"
"TC-047-09","Teacher","Bảng xếp hạng học tập","/ranking","047","Click tab ""Đánh giá""","Functional","Medium","Đã load trang","1. Click tab ""Đánh giá""","GET `/ranking?tab=evaluation`","Tab được kích hoạt (active), nội dung tab ""Đánh giá"" hiển thị không lỗi"
"TC-047-10","Teacher","Bảng xếp hạng học tập","/ranking","047","ScoreHistogram render đúng phân bố điểm","Functional","Medium","Đã load trang","1. Quan sát khu vực ""Thống kê điểm""","score_distribution: {0_4:0, 5_6:3, 7_8:20, 9_10:21}","Bar chart hiển thị đúng số học viên theo từng dải điểm 0-4, 5-6, 7-8, 9-10"
"TC-047-11","Teacher","Bảng xếp hạng học tập","/ranking","047","Scroll để load thêm dữ liệu (infinite scroll/phân trang)","Functional","Medium","Tổng số HV (44) vượt quá limit trang đầu (50 nhưng meta.total kiểm chứng)","1. Cuộn xuống cuối RankingTable","GET `/ranking?page=2&limit=50`","Tải thêm dữ liệu học viên tiếp theo và nối vào bảng hiện tại, không trùng lặp"
"TC-047-12","Teacher","Bảng xếp hạng học tập","/ranking","047","Chưa đăng nhập truy cập trang Bảng xếp hạng","Permission","High","Chưa đăng nhập / token hết hạn","1. Truy cập `/ranking` khi chưa đăng nhập","—","Hệ thống điều hướng (redirect) về trang đăng nhập"
"TC-047-13","Teacher","Bảng xếp hạng học tập","/ranking","047","Lỗi tải dữ liệu bảng xếp hạng (server lỗi)","Error-Handling","High","Đã đăng nhập","1. Truy cập `/ranking` trong lúc API trả lỗi 500","GET trả 500","Hiển thị thông báo lỗi tải dữ liệu, không crash trang"
"TC-047-14","Teacher","Bảng xếp hạng học tập","/ranking","047","Không có học viên nào trong tháng được chọn","Edge-Case","Medium","Tháng lọc chưa có dữ liệu xếp hạng","1. Chọn tháng chưa có dữ liệu","GET `/ranking?month=2020-01` trả `{data: [], top3: [], meta:{total:0}}`","Hiển thị empty state cho RankingTable và Top3Cards, RankingStatRow hiển thị 0"
"TC-047-15","Teacher","Bảng xếp hạng học tập","/ranking","047","Chọn nhóm không có học viên nào được chọn","UI-Validation","Low","Đang ở tab ""Chọn nhóm""","1. Không chọn học viên nào | 2. Bấm xác nhận tạo nhóm","—","Hệ thống không cho tạo nhóm rỗng hoặc hiển thị thông báo yêu cầu chọn ít nhất 1 học viên"
"TC-047-16","Teacher","Bảng xếp hạng học tập","/ranking","047","Tổng học viên (RankingStatRow) khớp với meta.total","Functional","Low","Đã load trang","1. So sánh giá trị card ""Tổng HV"" với meta.total trong response","summary.total_students=44, meta.total=44","Giá trị hiển thị trên card khớp với dữ liệu trả về từ API"
"TC-048-01","Teacher","Tin nhắn","/messages","048","Load trang Tin nhắn hiển thị danh sách hội thoại","Functional","High","Đã đăng nhập, có ít nhất 1 hội thoại","1. Truy cập `/messages` | 2. Chờ trang tải xong","GET `/api/teacher/messages/conversations?tab=all` trả 200","InboxSidebar hiển thị danh sách hội thoại gồm avatar, tên, preview tin nhắn cuối, thời gian, badge unread nếu có"
"TC-048-02","Teacher","Tin nhắn","/messages","048","Click chọn một hội thoại tải nội dung chat","Functional","High","Đang ở danh sách hội thoại","1. Click vào hội thoại ""Phụ huynh Minh Anh""","GET `/api/teacher/messages/conversations/1` trả 200","ChatWindow hiển thị đúng lịch sử tin nhắn của hội thoại, ContactInfoPanel hiển thị thông tin liên hệ tương ứng"
